alpha_3,ADM0_PCODE,ADM0_REF,ADM1_PCODE,ADM1_REF,ADM2_PCODE,ADM2_REF,ADM3_PCODE,ADM3_REF,ADM_LEVEL,ADM_PCODE,ADM_REF,Season,CHIRPS_mean,CHIRPS_min,CHIRPS_max
ETH,ET,Ethiopia,ET04,Oromia,ET0410,East Hararge,ET041019,Haromaya town,3,ET041019,Haromaya town,marmay,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0410,East Hararge,ET041089,Goro Muti,3,ET041089,Goro Muti,marmay,-87.13322,-115.07074,-69.63873
ETH,ET,Ethiopia,ET04,Oromia,ET0410,East Hararge,ET041097,Deder town,3,ET041097,Deder town,marmay,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0410,East Hararge,ET041098,Kumbi,3,ET041098,Kumbi,marmay,-71.25205,-99.89726,-45.18094
ETH,ET,Ethiopia,ET04,Oromia,ET0410,East Hararge,ET041099,Aweday town,3,ET041099,Aweday town,marmay,-75.08859,-79.86815,-65.28424
ETH,ET,Ethiopia,ET04,Oromia,ET0411,Bale,ET041104,Agarfa,3,ET041104,Agarfa,marmay,-99.2495,-113.00485,-60.89563
ETH,ET,Ethiopia,ET04,Oromia,ET0411,Bale,ET041106,Gasera,3,ET041106,Gasera,marmay,-67.62461,-106.34348,-34.05087
ETH,ET,Ethiopia,ET04,Oromia,ET0411,Bale,ET041109,Sinana,3,ET041109,Sinana,marmay,-59.59258,-91.74837,-34.15109
ETH,ET,Ethiopia,ET04,Oromia,ET0411,Bale,ET041110,Goba (OR),3,ET041110,Goba (OR),marmay,0.72836,-54.26306,43.3212
ETH,ET,Ethiopia,ET04,Oromia,ET0411,Bale,ET041111,Harena Buluk,3,ET041111,Harena Buluk,marmay,16.33746,-42.32211,78.03271
ETH,ET,Ethiopia,ET04,Oromia,ET0411,Bale,ET041112,Mena (Bale),3,ET041112,Mena (Bale),marmay,-31.579,-92.63943,37.35617
ETH,ET,Ethiopia,ET04,Oromia,ET0411,Bale,ET041113,Meda Welabu,3,ET041113,Meda Welabu,marmay,31.10977,-38.8428,116.99689
ETH,ET,Ethiopia,ET04,Oromia,ET0411,Bale,ET041114,Berbere,3,ET041114,Berbere,marmay,-26.75548,-74.65271,25.64676
ETH,ET,Ethiopia,ET04,Oromia,ET0411,Bale,ET041115,Gura Damole,3,ET041115,Gura Damole,marmay,-23.10431,-115.46051,62.19476
ETH,ET,Ethiopia,ET04,Oromia,ET0411,Bale,ET041116,Goro (Bale),3,ET041116,Goro (Bale),marmay,-77.28944,-108.07614,-6.34152
ETH,ET,Ethiopia,ET04,Oromia,ET0411,Bale,ET041119,Robe Town,3,ET041119,Robe Town,marmay,-79.39803,-79.39803,-79.39803
ETH,ET,Ethiopia,ET04,Oromia,ET0411,Bale,ET041120,Goba town,3,ET041120,Goba town,marmay,-26.74698,-26.74698,-26.74698
ETH,ET,Ethiopia,ET04,Oromia,ET0411,Bale,ET041122,Dinsho,3,ET041122,Dinsho,marmay,-61.34424,-106.1835,-5.95355
ETH,ET,Ethiopia,ET04,Oromia,ET0412,Borena,ET041207,Yabelo,3,ET041207,Yabelo,marmay,146.27755,66.05765,225.86499
ETH,ET,Ethiopia,ET04,Oromia,ET0412,Borena,ET041208,Arero,3,ET041208,Arero,marmay,126.68966,72.34732,188.62024
ETH,ET,Ethiopia,ET04,Oromia,ET0412,Borena,ET041210,Moyale (OR),3,ET041210,Moyale (OR),marmay,95.59684,34.16492,155.82404
ETH,ET,Ethiopia,ET04,Oromia,ET0412,Borena,ET041211,Dire,3,ET041211,Dire,marmay,202.59371,115.7923,352.36639
ETH,ET,Ethiopia,ET04,Oromia,ET0412,Borena,ET041212,Teltale,3,ET041212,Teltale,marmay,198.7105,77.5657,348.47958
ETH,ET,Ethiopia,ET04,Oromia,ET0412,Borena,ET041216,Miyo,3,ET041216,Miyo,marmay,201.96217,124.06244,285.94528
ETH,ET,Ethiopia,ET04,Oromia,ET0412,Borena,ET041219,Dilo,3,ET041219,Dilo,marmay,151.24603,88.91296,313.32584
ETH,ET,Ethiopia,ET04,Oromia,ET0412,Borena,ET041220,Dhas,3,ET041220,Dhas,marmay,171.10737,84.6058,307.69318
ETH,ET,Ethiopia,ET04,Oromia,ET0412,Borena,ET041223,Gomole,3,ET041223,Gomole,marmay,192.06887,114.91034,228.4679
ETH,ET,Ethiopia,ET04,Oromia,ET0412,Borena,ET041290,Guchi,3,ET041290,Guchi,marmay,139.71117,89.26602,184.19235
ETH,ET,Ethiopia,ET04,Oromia,ET0412,Borena,ET041291,Dubluk,3,ET041291,Dubluk,marmay,147.43832,69.88544,277.25873
ETH,ET,Ethiopia,ET04,Oromia,ET0412,Borena,ET041295,Elwaya,3,ET041295,Elwaya,marmay,136.83586,72.82773,229.95822
ETH,ET,Ethiopia,ET04,Oromia,ET0412,Borena,ET041296,Yabelo town,3,ET041296,Yabelo town,marmay,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0412,Borena,ET041298,Wachile,3,ET041298,Wachile,marmay,146.00064,68.866,228.09656
ETH,ET,Ethiopia,ET04,Oromia,ET0413,South West Shewa,ET041301,Ameya,3,ET041301,Ameya,marmay,26.42094,-14.40695,54.16971
ETH,ET,Ethiopia,ET04,Oromia,ET0413,South West Shewa,ET041302,Wenchi,3,ET041302,Wenchi,marmay,25.575,0.0368,38.11723
ETH,ET,Ethiopia,ET04,Oromia,ET0413,South West Shewa,ET041303,Waliso,3,ET041303,Waliso,marmay,25.30625,10.9792,40.79227
ETH,ET,Ethiopia,ET04,Oromia,ET0413,South West Shewa,ET041304,Dawo,3,ET041304,Dawo,marmay,40.49667,20.89236,49.6149
ETH,ET,Ethiopia,ET04,Oromia,ET0413,South West Shewa,ET041305,Ilu,3,ET041305,Ilu,marmay,13.99563,-0.0975,29.04315
ETH,ET,Ethiopia,ET04,Oromia,ET0413,South West Shewa,ET041307,Kersana Malima,3,ET041307,Kersana Malima,marmay,15.06519,2.24992,25.12375
ETH,ET,Ethiopia,ET04,Oromia,ET0413,South West Shewa,ET041308,Tole,3,ET041308,Tole,marmay,13.42795,-5.28853,28.79678
ETH,ET,Ethiopia,ET04,Oromia,ET0413,South West Shewa,ET041309,Becho (SW Shewa),3,ET041309,Becho (SW Shewa),marmay,24.07519,5.73404,36.84119
ETH,ET,Ethiopia,ET04,Oromia,ET0413,South West Shewa,ET041310,Seden Sodo,3,ET041310,Seden Sodo,marmay,19.30684,-7.84785,59.13721
ETH,ET,Ethiopia,ET04,Oromia,ET0413,South West Shewa,ET041311,Woliso town,3,ET041311,Woliso town,marmay,43.37216,43.37216,43.37216
ETH,ET,Ethiopia,ET04,Oromia,ET0413,South West Shewa,ET041312,Goro (SW Shewa),3,ET041312,Goro (SW Shewa),marmay,27.52556,16.59341,42.03314
ETH,ET,Ethiopia,ET04,Oromia,ET0413,South West Shewa,ET041314,Sodo Daci,3,ET041314,Sodo Daci,marmay,25.61157,7.11679,41.89264
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041401,Uraga,3,ET041401,Uraga,marmay,156.67829,128.66727,192.62384
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041402,Bore,3,ET041402,Bore,marmay,79.49962,40.63049,129.40991
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041403,Adola,3,ET041403,Adola,marmay,166.52292,71.69305,245.64874
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041404,Wadera,3,ET041404,Wadera,marmay,117.02957,71.06787,171.5993
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041405,Odo Shakiso,3,ET041405,Odo Shakiso,marmay,172.43599,136.18744,229.99765
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041407,Liben,3,ET041407,Liben,marmay,84.43245,36.37128,148.94989
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041408,Dama,3,ET041408,Dama,marmay,146.71834,120.79999,182.30505
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041409,Arda Jila,3,ET041409,Arda Jila,marmay,129.31472,70.47757,167.58743
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041410,Girja /Harenfema,3,ET041410,Girja /Harenfema,marmay,78.7467,13.03711,149.41769
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041411,Ana Sora,3,ET041411,Ana Sora,marmay,93.75317,21.84021,143.53448
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041412,Saba Boru,3,ET041412,Saba Boru,marmay,123.4467,79.95953,163.94427
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041413,Gora Dola,3,ET041413,Gora Dola,marmay,97.21863,36.97583,164.603
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041414,Negele town,3,ET041414,Negele town,marmay,78.9252,78.9252,78.9252
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041482,Aga Wayu,3,ET041482,Aga Wayu,marmay,124.53845,96.26657,166.86493
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041490,Haro Walabu,3,ET041490,Haro Walabu,marmay,206.96805,173.15234,230.46997
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041492,Adola town,3,ET041492,Adola town,marmay,251.6434,251.6434,251.6434
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041497,Gumi Idalo,3,ET041497,Gumi Idalo,marmay,145.52629,83.00961,236.71432
ETH,ET,Ethiopia,ET04,Oromia,ET0414,Guji,ET041499,Shakiso town,3,ET041499,Shakiso town,marmay,197.10608,197.10608,197.10608
ETH,ET,Ethiopia,ET04,Oromia,ET0415,West Guji,ET041501,Bule Hora,3,ET041501,Bule Hora,marmay,214.1267,173.83563,274.31046
ETH,ET,Ethiopia,ET04,Oromia,ET0415,West Guji,ET041502,Kercha,3,ET041502,Kercha,marmay,200.6299,170.43787,245.23566
ETH,ET,Ethiopia,ET04,Oromia,ET0415,West Guji,ET041509,Hambela Wamena,3,ET041509,Hambela Wamena,marmay,170.53642,129.67029,236.84106
ETH,ET,Ethiopia,ET04,Oromia,ET0415,West Guji,ET041513,Abaya,3,ET041513,Abaya,marmay,106.01197,67.77992,210.67303
ETH,ET,Ethiopia,ET04,Oromia,ET0415,West Guji,ET041515,Dugda Dawa,3,ET041515,Dugda Dawa,marmay,190.36042,84.66693,267.67514
ETH,ET,Ethiopia,ET04,Oromia,ET0415,West Guji,ET041517,Gelana (West Guji),3,ET041517,Gelana (West Guji),marmay,154.51115,127.3287,216.35632
ETH,ET,Ethiopia,ET04,Oromia,ET0415,West Guji,ET041518,Melka Soda,3,ET041518,Melka Soda,marmay,162.61705,82.32819,243.85382
ETH,ET,Ethiopia,ET04,Oromia,ET0415,West Guji,ET041587,Bule Hora town,3,ET041587,Bule Hora town,marmay,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0415,West Guji,ET041594,Suro Berguda,3,ET041594,Suro Berguda,marmay,184.21334,153.49319,244.03177
ETH,ET,Ethiopia,ET04,Oromia,ET0415,West Guji,ET041596,Birbirsa Kojowa,3,ET041596,Birbirsa Kojowa,marmay,168.95746,154.73578,187.62701
ETH,ET,Ethiopia,ET04,Oromia,ET0416,Buno Bedele,ET041603,Chora (Buno Bedele),3,ET041603,Chora (Buno Bedele),marmay,-0.0198,-20.63052,21.99612
ETH,ET,Ethiopia,ET04,Oromia,ET0416,Buno Bedele,ET041604,Dega,3,ET041604,Dega,marmay,-6.7259,-30.9444,5.07513
ETH,ET,Ethiopia,ET04,Oromia,ET0416,Buno Bedele,ET041605,Dabo Hana,3,ET041605,Dabo Hana,marmay,-14.81036,-33.49713,1.54114
ETH,ET,Ethiopia,ET04,Oromia,ET0416,Buno Bedele,ET041606,Gechi,3,ET041606,Gechi,marmay,5.11409,-16.93527,36.56995
ETH,ET,Ethiopia,ET04,Oromia,ET0416,Buno Bedele,ET041607,Borecha,3,ET041607,Borecha,marmay,14.80486,-9.17572,34.01309
ETH,ET,Ethiopia,ET04,Oromia,ET0416,Buno Bedele,ET041608,Dedesa,3,ET041608,Dedesa,marmay,26.54613,-12.43604,56.32544
ETH,ET,Ethiopia,ET04,Oromia,ET0416,Buno Bedele,ET041618,Meko,3,ET041618,Meko,marmay,-27.78159,-50.89282,0.3179
ETH,ET,Ethiopia,ET04,Oromia,ET0416,Buno Bedele,ET041621,Bedele town,3,ET041621,Bedele town,marmay,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0416,Buno Bedele,ET041622,Bedele Zuria,3,ET041622,Bedele Zuria,marmay,-9.52153,-32.61737,11.72339
ETH,ET,Ethiopia,ET04,Oromia,ET0416,Buno Bedele,ET041623,Chwaka,3,ET041623,Chwaka,marmay,-13.23235,-35.90768,6.21208
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,ET041700,Dodola town,3,ET041700,Dodola town,marmay,-17.72861,-17.72861,-17.72861
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,ET041701,Siraro,3,ET041701,Siraro,marmay,163.21636,130.02942,203.13461
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,ET041702,Shala,3,ET041702,Shala,marmay,100.34309,74.76132,179.67252
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,ET041703,Arsi Negele,3,ET041703,Arsi Negele,marmay,51.17974,25.23596,105.37959
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,ET041704,Kofele,3,ET041704,Kofele,marmay,55.62562,2.55542,104.51498
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,ET041705,Kore,3,ET041705,Kore,marmay,33.09682,14.69458,47.41037
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,ET041706,Gedeb Asasa,3,ET041706,Gedeb Asasa,marmay,-21.59451,-58.35376,26.10007
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,ET041707,Dodola,3,ET041707,Dodola,marmay,13.11702,-38.21553,71.77304
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,ET041708,Kokosa,3,ET041708,Kokosa,marmay,59.03527,19.16858,103.76971
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,ET041709,Nenesebo,3,ET041709,Nenesebo,marmay,40.09859,2.48633,71.05585
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,ET041710,Adaba,3,ET041710,Adaba,marmay,-24.50561,-104.60797,65.5296
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,ET041711,Shashemene town,3,ET041711,Shashemene town,marmay,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,ET041712,Shashemene Zuria,3,ET041712,Shashemene Zuria,marmay,80.26305,41.27414,118.64062
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,ET041783,Heban Arsi,3,ET041783,Heban Arsi,marmay,59.95829,28.0076,98.80634
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,ET041797,Wondo,3,ET041797,Wondo,marmay,104.57123,103.2923,106.31802
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,ET041798,Bishan Guracha,3,ET041798,Bishan Guracha,marmay,121.3784,112.19882,130.55798
ETH,ET,Ethiopia,ET04,Oromia,ET0417,West Arsi,ET041799,Arsi Negele town,3,ET041799,Arsi Negele town,marmay,41.95703,41.95703,41.95703
ETH,ET,Ethiopia,ET04,Oromia,ET0418,Kelem Wellega,ET041801,Hawa Galan,3,ET041801,Hawa Galan,marmay,-83.2821,-100.53523,-68.87808
ETH,ET,Ethiopia,ET04,Oromia,ET0418,Kelem Wellega,ET041802,Yama Logi Welel,3,ET041802,Yama Logi Welel,marmay,-76.25635,-92.13058,-61.54807
ETH,ET,Ethiopia,ET04,Oromia,ET0418,Kelem Wellega,ET041803,Dale Wabera,3,ET041803,Dale Wabera,marmay,-59.73165,-83.97058,-33.44479
ETH,ET,Ethiopia,ET04,Oromia,ET0418,Kelem Wellega,ET041804,Gawo Kebe,3,ET041804,Gawo Kebe,marmay,-56.4131,-75.87544,-40.0611
ETH,ET,Ethiopia,ET04,Oromia,ET0418,Kelem Wellega,ET041805,Sayo,3,ET041805,Sayo,marmay,-72.52594,-97.44875,-40.24722
ETH,ET,Ethiopia,ET04,Oromia,ET0418,Kelem Wellega,ET041806,Denbi Dollo town,3,ET041806,Denbi Dollo town,marmay,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0418,Kelem Wellega,ET041807,Anfilo,3,ET041807,Anfilo,marmay,-46.99688,-69.98395,-27.63052
ETH,ET,Ethiopia,ET04,Oromia,ET0418,Kelem Wellega,ET041808,Dale Sadi,3,ET041808,Dale Sadi,marmay,-64.11477,-88.86432,-37.82504
ETH,ET,Ethiopia,ET04,Oromia,ET0418,Kelem Wellega,ET041809,Gidami,3,ET041809,Gidami,marmay,-65.96441,-100.6983,-32.07649
ETH,ET,Ethiopia,ET04,Oromia,ET0418,Kelem Wellega,ET041810,Jimma Horo,3,ET041810,Jimma Horo,marmay,-77.39995,-96.42105,-64.80257
ETH,ET,Ethiopia,ET04,Oromia,ET0418,Kelem Wellega,ET041811,Lalo Kile,3,ET041811,Lalo Kile,marmay,-71.85693,-82.55197,-59.40579
ETH,ET,Ethiopia,ET04,Oromia,ET0418,Kelem Wellega,ET041812,Sedi Chenka,3,ET041812,Sedi Chenka,marmay,-88.27857,-97.78062,-79.26019
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041901,Horo,3,ET041901,Horo,marmay,-27.69443,-40.46548,-8.50662
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041902,Shambu town,3,ET041902,Shambu town,marmay,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041903,Guduru,3,ET041903,Guduru,marmay,-14.4719,-31.83032,-1.11475
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041904,Ababo,3,ET041904,Ababo,marmay,-7.47262,-20.70471,6.99585
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041905,Abay Chomen,3,ET041905,Abay Chomen,marmay,-14.98366,-24.28624,1.56157
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041906,Jimma Genete,3,ET041906,Jimma Genete,marmay,-32.18981,-43.31897,-24.56372
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041907,Jimma Rare,3,ET041907,Jimma Rare,marmay,-20.64825,-27.407,-9.55725
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041908,Jarte Jardega,3,ET041908,Jarte Jardega,marmay,-20.65192,-35.3925,-5.34192
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041909,Amuru,3,ET041909,Amuru,marmay,-23.92309,-44.40128,-14.08199
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041910,Abe Dongoro,3,ET041910,Abe Dongoro,marmay,-22.90328,-37.29025,-11.09503
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041911,Choman Guduru,3,ET041911,Choman Guduru,marmay,-14.05482,-33.5943,-6.03477
ETH,ET,Ethiopia,ET04,Oromia,ET0419,Horo Gudru Wellega,ET041912,Horo Buluk,3,ET041912,Horo Buluk,marmay,-25.58299,-41.32251,-4.9348
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042001,Burayu,3,ET042001,Burayu,marmay,-32.82194,-39.18907,-25.36435
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042004,Lege Tafo-Lege Dadi town,3,ET042004,Lege Tafo-Lege Dadi town,marmay,-4.17703,-4.17703,-4.17703
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042005,Sululta town,3,ET042005,Sululta town,marmay,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042006,Sebeta Hawas,3,ET042006,Sebeta Hawas,marmay,-10.79817,-40.09662,17.69308
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042008,Dukem,3,ET042008,Dukem,marmay,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042009,Sebeta town,3,ET042009,Sebeta town,marmay,-29.83469,-36.30452,-25.19063
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042011,Bereh,3,ET042011,Bereh,marmay,-1.09313,-28.96423,32.58354
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042012,Akaki,3,ET042012,Akaki,marmay,8.18941,-15.38907,31.87459
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042013,Sululta,3,ET042013,Sululta,marmay,-25.33842,-36.33318,-8.3853
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042014,Welmera,3,ET042014,Welmera,marmay,-13.66209,-39.96045,16.29649
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042016,Mulo,3,ET042016,Mulo,marmay,-20.75992,-30.92587,-8.88971
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042018,Sendafa town,3,ET042018,Sendafa town,marmay,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042020,Holeta town,3,ET042020,Holeta town,marmay,,,
ETH,ET,Ethiopia,ET04,Oromia,ET0420,Finfine Special,ET042098,Gelana (Finfine),3,ET042098,Gelana (Finfine),marmay,11.43668,11.43668,11.43668
ETH,ET,Ethiopia,ET04,Oromia,ET0421,East Bale,ET042101,Gololcha Bale,3,ET042101,Gololcha Bale,marmay,-103.32249,-134.84494,-67.93036
ETH,ET,Ethiopia,ET04,Oromia,ET0421,East Bale,ET042102,Lege Hida,3,ET042102,Lege Hida,marmay,-72.92954,-103.44748,-40.01639
ETH,ET,Ethiopia,ET04,Oromia,ET0421,East Bale,ET042103,Ginir,3,ET042103,Ginir,marmay,-110.29289,-154.05301,-38.51251
ETH,ET,Ethiopia,ET04,Oromia,ET0421,East Bale,ET042104,Rayitu,3,ET042104,Rayitu,marmay,-24.5817,-107.29965,30.87859
ETH,ET,Ethiopia,ET04,Oromia,ET0421,East Bale,ET042105,Seweyna,3,ET042105,Seweyna,marmay,-64.84649,-153.04025,38.7476
ETH,ET,Ethiopia,ET04,Oromia,ET0421,East Bale,ET042106,Dawe Ketchen,3,ET042106,Dawe Ketchen,marmay,-77.51054,-107.82175,-22.84586
ETH,ET,Ethiopia,ET04,Oromia,ET0421,East Bale,ET042107,Ginir town,3,ET042107,Ginir town,marmay,-148.0575,-148.0575,-148.0575
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050101,Ayisha,3,ET050101,Ayisha,marmay,-9.51447,-50.03363,20.13616
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050102,Dembel,3,ET050102,Dembel,marmay,-22.22983,-58.35826,8.72894
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050103,Shinile,3,ET050103,Shinile,marmay,-25.88673,-63.95711,1.76208
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050104,Erer (SM),3,ET050104,Erer (SM),marmay,-21.43692,-94.8591,6.91071
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050105,Afdem,3,ET050105,Afdem,marmay,-12.11253,-42.95709,40.61459
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050106,Hadhagala,3,ET050106,Hadhagala,marmay,-13.83868,-26.67976,2.84019
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050107,Miesso,3,ET050107,Miesso,marmay,25.316,-16.23978,60.20778
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050198,Gota-Biki,3,ET050198,Gota-Biki,marmay,-7.14713,-25.50574,24.16969
ETH,ET,Ethiopia,ET05,Somali,ET0501,Siti,ET050199,Gablalu,3,ET050199,Gablalu,marmay,-9.93411,-28.66049,16.25634
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050202,Gursum (SM),3,ET050202,Gursum (SM),marmay,-77.03194,-88.1219,-52.88112
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050203,Babile (SM),3,ET050203,Babile (SM),marmay,-65.71008,-84.89972,-55.27913
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050204,Shabeeley,3,ET050204,Shabeeley,marmay,-78.3249,-98.53488,-53.77014
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050205,Aw-Bare,3,ET050205,Aw-Bare,marmay,-51.74307,-70.00792,-28.21291
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050206,Kebribeyah,3,ET050206,Kebribeyah,marmay,-59.00974,-96.51665,-27.94708
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050207,Harshin,3,ET050207,Harshin,marmay,-31.24382,-55.53714,-7.22223
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050283,Tuliguled,3,ET050283,Tuliguled,marmay,-61.35971,-77.48079,-47.76109
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050290,Goljano,3,ET050290,Goljano,marmay,-51.56399,-69.81009,-38.95958
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050293,Jigjiga town,3,ET050293,Jigjiga town,marmay,-69.02458,-82.97276,-54.69797
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050295,Wajale town,3,ET050295,Wajale town,marmay,-47.7734,-49.80357,-42.3879
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050296,Kebribayah town,3,ET050296,Kebribayah town,marmay,,,
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050297,Koran /Mulla,3,ET050297,Koran /Mulla,marmay,-46.23465,-92.49984,-11.69173
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050298,Haroreys,3,ET050298,Haroreys,marmay,-66.78716,-79.41392,-48.78165
ETH,ET,Ethiopia,ET05,Somali,ET0502,Fafan,ET050299,Harawo,3,ET050299,Harawo,marmay,-40.91252,-61.48335,-24.47708
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050301,Degehamedo,3,ET050301,Degehamedo,marmay,-19.6235,-57.33702,32.41139
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050302,Degehabur,3,ET050302,Degehabur,marmay,-11.58215,-48.26653,48.20227
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050303,Aware,3,ET050303,Aware,marmay,8.11248,-30.76759,47.59915
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050304,Gashamo,3,ET050304,Gashamo,marmay,27.79362,7.45431,82.44955
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050305,Gunagado,3,ET050305,Gunagado,marmay,79.2355,42.73918,141.3909
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050306,Bilcil-Bur,3,ET050306,Bilcil-Bur,marmay,-41.23185,-62.21796,-13.02673
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050307,Degahabur town,3,ET050307,Degahabur town,marmay,-26.8795,-32.52998,-19.5793
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050382,Yocale,3,ET050382,Yocale,marmay,-26.47868,-47.31744,-3.9274
ETH,ET,Ethiopia,ET05,Somali,ET0503,Jarar,ET050392,Daror,3,ET050392,Daror,marmay,0.97058,-56.72015,42.23708
